"correlation_high"	"Transcript_ID"	"Locus_ID"	"Description"	"RAP.DB.Gene.Symbol.Synonym.s."	"RAP.DB.Gene.Name.Synonym.s."	"CGSNL.Gene.Symbol"	"CGSNL.Gene.Name"	"Oryzabase.Gene.Symbol.Synonym.s."	"Oryzabase.Gene.Name.Synonym.s."	"GO"	"InterPro"	"Transcript.evidence"	"ORF.evidence"	"Curation.Date"	"Literature.PMID"	"FLcDNA.clone.ID"	"Oryzabase.Trait.Gene.ID"	"A.thaliana_gene_id"	"Reciprocal_flag"	"Type"	"Short_description"	"Curator_summary"	"Computational_description"	"gene.alias"	"Note"	"symbol"	"Alias"	"full_name"	"computational_description"	"Dbxref"	"locus_type"	"curator_summary"	"description"	"nochangenat.description"	"NormalizationGroup"
0.61	"Os08t0464000-01"	"Os08g0464000"	"Activator of Hsp90 ATPase homologue 1-like family protein."	"-"	"-"	"-"	"-"	"-"	"-"	"Biological Process: response to stress (GO:0006950), Cellular Component: cytoplasm (GO:0005737), Molecular Function: ATPase activator activity (GO:0001671), Molecular Function: chaperone binding (GO:0051087)"	"Activator of Hsp90 ATPase homologue 1-like (IPR013538), Activator of Hsp90 ATPase, N-terminal (IPR015310), START-like domain (IPR023393)"	"AK059195 (DDBJ, Best hit)"	"B6U7Y1 (UniProt)"	"-"	"-"	"001-024-A01"	"-"	"AT3G12050.1"	"2"	"protein_coding"	"Aha1 domain-containing protein"	"NULL"	"\"Aha1 domain-containing protein; FUNCTIONS IN: ATPase activator activity, chaperone binding; INVOLVED IN: response to stress; LOCATED IN: cytoplasm; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Activator of Hsp90 ATPase, N-terminal (InterPro:IPR015310), Activator of Hsp90 ATPase homologue 1-like (InterPro:IPR013538)\""	"-"	"Aha1 domain-containing protein"	"-"	"-"	"-"	"Aha1 domain-containing protein%3B FUNCTIONS IN: ATPase activator activity%2C chaperone binding%3B INVOLVED IN: response to stress%3B LOCATED IN: cytoplasm%3B EXPRESSED IN: 24 plant structures%3B EXPRESSED DURING: 16 growth stages%3B CONTAINS InterPro DOMAIN/s: Activator of Hsp90 ATPase%2C N-terminal (InterPro:IPR015310)%2C Activator of Hsp90 ATPase homologue 1-like (InterPro:IPR013538)%3B Has 600 Blast hits to 579 proteins in 214 species: Archae - 0%3B Bacteria - 24%3B Metazoa - 217%3B Fungi - 180%3B Plants - 73%3B Viruses - 0%3B Other Eukaryotes - 106 (source: NCBI BLink)."	"\"PMID:17085506,PMID:18775970,PMID:20118269,PMID:20736450,locus:2088649\""	"protein_coding"	"-"	"-"	"-"	"data"
0.61	"Os03t0581701-00"	"Os03g0581701"	"Non-protein coding transcript."	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"CT835089 (DDBJ, Best hit)"	"NONE"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"data"
0.61	"Os03t0426900-01"	"Os03g0426900"	"Similar to Heat shock protein 101."	"-"	"-"	"CLPB-C"	"CLASS I CLP ATPASE B-C"	"ClpB-c, OsClpB-c"	"class I Clp ATPase B-C, ClpB-chloroplastic, ClpB/Hsp100 chloroplastic isoform"	"Biological Process: response to heat (GO:0009408), Biological Process: protein processing (GO:0016485), Biological Process: protein metabolic process (GO:0019538), Cellular Component: cytoplasm (GO:0005737), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: ATP binding (GO:0005524), Molecular Function: nucleoside-triphosphatase activity (GO:0017111)"	"Chaperonin ClpA/B (IPR001270), ATPase, AAA+ type, core (IPR003593), ATPase, AAA-type, core (IPR003959), Clp, N-terminal (IPR004176), ATPase, AAA-2 (IPR013093), Chaperonin ClpB (IPR017730), Chaperonin ClpA/B, conserved site (IPR018368), Clp ATPase, C-terminal (IPR019489), Double Clp-N motif (IPR023150)"	"AK069123 (DDBJ, Best hit)"	"Q4LDR0 (UniProt)"	"-"	"-"	"J023007C17"	"8943"	"AT5G15450.1"	"2"	"protein_coding"	"casein lytic proteinase B3"	"\"Encodes a chloroplast-targeted Hsp101 homologue.  Functions as a molecular chaperone involved in plastid differentiation mediating internal thylakoid membrane formation and conferring thermotolerance to chloroplasts during heat stress.  APG6 is constitutively expressed in the root tips, the organ boundary region, the reproductive tissues of mature plants where plastids exist as proplastids, and slightly in the stems and leaves.  APG6 expression is upregulated in response to heat shock in various organs, but not in response to other abiotic stresses.  Apg6 mutants have a pale-green phenotype.\""	"\"casein lytic proteinase B3 (CLPB3); FUNCTIONS IN: nucleoside-triphosphatase activity, ATPase activity, nucleotide binding, ATP binding; INVOLVED IN: chloroplast organization, response to heat; LOCATED IN: plastid stroma, chloroplast, chloroplast stroma; EXPRESSED IN: 28 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Clp ATPase, C-terminal (InterPro:IPR019489), ATPase, AAA+ type, core (InterPro:IPR003593), ATPase, AAA-2 (InterPro:IPR013093), ATPase, AAA-type, core (InterPro:IPR003959), Chaperonin clpA/B (InterPro:IPR001270), Chaperonin ClpB (InterPro:IPR017730), Chaperonin ClpA/B, conserved site (InterPro:IPR018368), Clp, N-terminal (InterPro:IPR004176); BEST Arabidopsis thaliana protein match is: casein lytic proteinase B4 (TAIR:AT2G25140.1)\""	"\"APG6,AtCLPB3,CLPB-P,CLPB3\""	"casein lytic proteinase B3"	"CLPB3"	"\"APG6,ALBINO AND PALE GREEN 6,AtCLPB3,CLPB-P,CASEIN LYTIC PROTEINASE B-P\""	"casein lytic proteinase B3"	"casein lytic proteinase B3 (CLPB3)%3B FUNCTIONS IN: nucleoside-triphosphatase activity%2C ATPase activity%2C nucleotide binding%2C ATP binding%3B INVOLVED IN: chloroplast organization%2C response to heat%3B LOCATED IN: plastid stroma%2C chloroplast%2C chloroplast stroma%3B EXPRESSED IN: 28 plant structures%3B EXPRESSED DURING: 14 growth stages%3B CONTAINS InterPro DOMAIN/s: Clp ATPase%2C C-terminal (InterPro:IPR019489)%2C ATPase%2C AAA+ type%2C core (InterPro:IPR003593)%2C ATPase%2C AAA-2 (InterPro:IPR013093)%2C ATPase%2C AAA-type%2C core (InterPro:IPR003959)%2C Chaperonin clpA/B (InterPro:IPR001270)%2C Chaperonin ClpB (InterPro:IPR017730)%2C Chaperonin ClpA/B%2C conserved site (InterPro:IPR018368)%2C Clp%2C N-terminal (InterPro:IPR004176)%3B BEST Arabidopsis thaliana protein match is: casein lytic proteinase B4 (TAIR:AT2G25140.1)%3B Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12%3B Bacteria - 1396%3B Metazoa - 17338%3B Fungi - 3422%3B Plants - 5037%3B Viruses - 0%3B Other Eukaryotes - 2996 (source: NCBI BLink)."	"\"PMID:12185496,PMID:10889261,PMID:14576160,PMID:14593120,PMID:15047901,PMID:15561727,PMID:16644052,PMID:16995899,PMID:17181860,PMID:17144892,PMID:18055584,PMID:18189342,PMID:18785823,PMID:18775970,PMID:18854047,PMID:19423572,PMID:20811767,PMID:21889051,locus:2180922\""	"protein_coding"	"Encodes a chloroplast-targeted Hsp101 homologue.  Functions as a molecular chaperone involved in plastid differentiation mediating internal thylakoid membrane formation and conferring thermotolerance to chloroplasts during heat stress.  APG6 is constitutively expressed in the root tips%2C the organ boundary region%2C the reproductive tissues of mature plants where plastids exist as proplastids%2C and slightly in the stems and leaves.  APG6 expression is upregulated in response to heat shock in various organs%2C but not in response to other abiotic stresses.  Apg6 mutants have a pale-green phenotype."	"-"	"-"	"data"
0.61	"Os08t0546800-01"	"Os08g0546800"	"Similar to Heat stress transcription factor B-2b."	"-"	"-"	"HSFB2B"	"HEAT STRESS TRANSCRIPTION FACTOR B2B"	"HSfB2b, OsHsfB2b, OsHsf-21, rHsf2, HSF2, HSF21"	"Heat stress transcription factor B2b, Heat stress transcription factor B-2b, Heat stress transcription factor 21, Heat stress transcription factor 2"	"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: sequence-specific DNA binding (GO:0043565)"	"Heat shock factor (HSF)-type, DNA-binding (IPR000232), Winged helix-turn-helix transcription repressor DNA-binding (IPR011991)"	"AK101700 (DDBJ, Best hit)"	"Q6Z9C8 (UniProt)"	"-"	"-"	"J033060E19"	"8562"	"AT4G11660.1"	"1"	"protein_coding"	"winged-helix DNA-binding transcription factor family protein"	"member of Heat Stress Transcription Factor (Hsf) family"	"\"AT-HSFB2B; FUNCTIONS IN: transcription repressor activity, sequence-specific DNA binding transcription factor activity; INVOLVED IN: response to chitin; LOCATED IN: nucleus; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Winged helix-turn-helix transcription repressor DNA-binding (InterPro:IPR011991), Heat shock factor (HSF)-type, DNA-binding (InterPro:IPR000232); BEST Arabidopsis thaliana protein match is: heat shock transcription factor  B2A (TAIR:AT5G62020.1)\""	"\"AT-HSFB2B,HSF7,HSFB2B\""	"winged-helix DNA-binding transcription factor family protein"	"AT-HSFB2B"	"-"	"-"	"AT-HSFB2B%3B FUNCTIONS IN: transcription repressor activity%2C sequence-specific DNA binding transcription factor activity%3B INVOLVED IN: response to chitin%3B LOCATED IN: nucleus%3B EXPRESSED IN: 24 plant structures%3B EXPRESSED DURING: 14 growth stages%3B CONTAINS InterPro DOMAIN/s: Winged helix-turn-helix transcription repressor DNA-binding (InterPro:IPR011991)%2C Heat shock factor (HSF)-type%2C DNA-binding (InterPro:IPR000232)%3B BEST Arabidopsis thaliana protein match is: heat shock transcription factor  B2A (TAIR:AT5G62020.1)%3B Has 32476 Blast hits to 10764 proteins in 847 species: Archae - 36%3B Bacteria - 10454%3B Metazoa - 9035%3B Fungi - 1651%3B Plants - 6330%3B Viruses - 666%3B Other Eukaryotes - 4304 (source: NCBI BLink)."	"\"PMID:11118137,PMID:14655047,PMID:16183842,PMID:17085506,PMID:17722694,PMID:18783601,PMID:19529832,PMID:19945192,PMID:21908690,PMID:22571635,PMID:24377444,locus:2139792\""	"protein_coding"	"member of Heat Stress Transcription Factor (Hsf) family"	"-"	"-"	"data"
0.62	"Os08t0500800-01"	"Os08g0500800"	"WLM domain containing protein."	"-"	"-"	"-"	"-"	"-"	"-"	"Molecular Function: protein binding (GO:0005515)"	"PUG domain (IPR006567), WLM (IPR013536), PUB domain (IPR018997)"	"AK101328 (DDBJ, Best hit)"	"B8BC55 (UniProt)"	"-"	"-"	"J033034G12"	"-"	"AT5G35690.1"	"2"	"protein_coding"	"NULL"	"NULL"	"\"CONTAINS InterPro DOMAIN/s: WLM (InterPro:IPR013536), PUB domain (InterPro:IPR018997), PUG domain (InterPro:IPR006567); BEST Arabidopsis thaliana protein match is: zinc ion binding (TAIR:AT1G55915.1)\""	"-"	"zinc metalloproteinase-like protein"	"-"	"-"	"-"	"CONTAINS InterPro DOMAIN/s: WLM (InterPro:IPR013536)%2C PUB domain (InterPro:IPR018997)%2C PUG domain (InterPro:IPR006567)%3B BEST Arabidopsis thaliana protein match is: zinc ion binding (TAIR:AT1G55915.1)%3B Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12%3B Bacteria - 1396%3B Metazoa - 17338%3B Fungi - 3422%3B Plants - 5037%3B Viruses - 0%3B Other Eukaryotes - 2996 (source: NCBI BLink)."	"\"PMID:11587532,locus:2177286\""	"protein_coding"	"-"	"-"	"-"	"data"
0.62	"Os07t0633200-02"	"Os07g0633200"	"Similar to SC35-like splicing factor SCL30a, 30a kD."	"-"	"-"	"-"	"-"	"-"	"-"	"Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676)"	"RNA recognition motif domain (IPR000504), Nucleotide-binding, alpha-beta plait (IPR012677)"	"AK061338 (DDBJ, Best hit)"	"B6U7F9 (UniProt)"	"-"	"-"	"006-303-C11"	"-"	"AT3G13570.1"	"1"	"protein_coding"	"SC35-like splicing factor 30A"	"\"encodes an SC35-like splicing factor of 30 kD that is localized to the nuclear specks. Barta et al (2010) have proposed a nomenclature for Serine/Arginine-Rich Protein Splicing Factors (SR proteins): Plant Cell. 2010, 22:2926.\""	"\"SC35-like splicing factor 30A (SCL30A); FUNCTIONS IN: RNA binding, nucleotide binding, nucleic acid binding; INVOLVED IN: nuclear mRNA splicing, via spliceosome, RNA splicing; LOCATED IN: nuclear speck; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: RNA recognition motif, RNP-1 (InterPro:IPR000504), Nucleotide-binding, alpha-beta plait (InterPro:IPR012677); BEST Arabidopsis thaliana protein match is: SC35-like splicing factor 33 (TAIR:AT1G55310.3)\""	"\"At-SCL30A,SCL30A\""	"SC35-like splicing factor 30A"	"SCL30A"	"\"At-SCL30A,SC35-like splicing factor 30A\""	"SC35-like splicing factor 30A"	"SC35-like splicing factor 30A (SCL30A)%3B FUNCTIONS IN: RNA binding%2C nucleotide binding%2C nucleic acid binding%3B INVOLVED IN: nuclear mRNA splicing%2C via spliceosome%2C RNA splicing%3B LOCATED IN: nuclear speck%3B EXPRESSED IN: 26 plant structures%3B EXPRESSED DURING: 14 growth stages%3B CONTAINS InterPro DOMAIN/s: RNA recognition motif%2C RNP-1 (InterPro:IPR000504)%2C Nucleotide-binding%2C alpha-beta plait (InterPro:IPR012677)%3B BEST Arabidopsis thaliana protein match is: SC35-like splicing factor 33 (TAIR:AT1G55310.3)%3B Has 39411 Blast hits to 22154 proteins in 1003 species: Archae - 84%3B Bacteria - 1991%3B Metazoa - 19033%3B Fungi - 3968%3B Plants - 4828%3B Viruses - 731%3B Other Eukaryotes - 8776 (source: NCBI BLink)."	"\"PMID:12176998,PMID:14576160,PMID:15133128,PMID:15270675,PMID:16367961,PMID:16497658,PMID:16520337,PMID:16807317,PMID:17556373,PMID:17712600,PMID:18402682,PMID:18650403,PMID:18775970,PMID:20884799,PMID:21935421,PMID:22913769,PMID:25268622,locus:2086804\""	"protein_coding"	"encodes an SC35-like splicing factor of 30 kD that is localized to the nuclear specks. Barta et al (2010) have proposed a nomenclature for Serine/Arginine-Rich Protein Splicing Factors (SR proteins): Plant Cell. 2010%2C 22:2926."	"-"	"-"	"data"
0.63	"Os05t0187800-01"	"Os05g0187800"	"Similar to Derlin-1."	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Derlin (IPR007599)"	"AK243296 (DDBJ, Best hit)"	"Q06397 (UniProt)"	"-"	"-"	"J100053G13"	"-"	"AT4G29330.1"	"2"	"protein_coding"	"DERLIN-1"	"NULL"	"DERLIN-1 (DER1); CONTAINS InterPro DOMAIN/s: Der1-like (InterPro:IPR007599); BEST Arabidopsis thaliana protein match is: DERLIN-2.2 (TAIR:AT4G04860.1)"	"DER1"	"DERLIN-1"	"DER1"	"-"	"DERLIN-1"	"DERLIN-1 (DER1)%3B CONTAINS InterPro DOMAIN/s: Der1-like (InterPro:IPR007599)%3B BEST Arabidopsis thaliana protein match is: DERLIN-2.2 (TAIR:AT4G04860.1)%3B Has 918 Blast hits to 916 proteins in 241 species: Archae - 0%3B Bacteria - 22%3B Metazoa - 340%3B Fungi - 200%3B Plants - 147%3B Viruses - 0%3B Other Eukaryotes - 209 (source: NCBI BLink)."	"locus:2118294"	"protein_coding"	"-"	"-"	"-"	"data"
0.63	"Os05t0214100-02"	"Os05g0214100"	"Conserved hypothetical protein."	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"AK100400 (DDBJ, Best hit)"	"B9FT74 (UniProt)"	"-"	"-"	"J023086N14"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"data"
0.63	"Os02t0622500-01"	"Os02g0622500"	"Conserved hypothetical protein."	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"AK067651 (DDBJ, Best hit)"	"A3A970 (UniProt)"	"-"	"-"	"J013113P22"	"-"	"AT3G04500.2"	"1"	"protein_coding"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	"NULL"	"\"RNA-binding (RRM/RBD/RNP motifs) family protein; FUNCTIONS IN: RNA binding, nucleotide binding, nucleic acid binding; INVOLVED IN: biological_process unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: RNA recognition motif, RNP-1 (InterPro:IPR000504), Nucleotide-binding, alpha-beta plait (InterPro:IPR012677), RNA recognition motif-related (InterPro:IPR015464); BEST Arabidopsis thaliana protein match is: oligouridylate binding protein 1B (TAIR:AT1G17370.1)\""	"-"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	"-"	"-"	"-"	"RNA-binding (RRM/RBD/RNP motifs) family protein%3B FUNCTIONS IN: RNA binding%2C nucleotide binding%2C nucleic acid binding%3B INVOLVED IN: biological_process unknown%3B EXPRESSED IN: 24 plant structures%3B EXPRESSED DURING: 15 growth stages%3B CONTAINS InterPro DOMAIN/s: RNA recognition motif%2C RNP-1 (InterPro:IPR000504)%2C Nucleotide-binding%2C alpha-beta plait (InterPro:IPR012677)%2C RNA recognition motif-related (InterPro:IPR015464)%3B BEST Arabidopsis thaliana protein match is: oligouridylate binding protein 1B (TAIR:AT1G17370.1)%3B Has 13292 Blast hits to 10995 proteins in 692 species: Archae - 0%3B Bacteria - 989%3B Metazoa - 6848%3B Fungi - 1697%3B Plants - 2705%3B Viruses - 0%3B Other Eukaryotes - 1053 (source: NCBI BLink)."	"\"PMID:14576160,PMID:18650403,PMID:18775970,locus:2100840\""	"protein_coding"	"-"	"-"	"-"	"data"
0.64	"Os05t0590300-01"	"Os05g0590300"	"Alpha/beta hydrolase fold-1 domain containing protein."	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"AK067788 (DDBJ, Best hit)"	"A2Y832 (UniProt)"	"-"	"-"	"J013121J06"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"data"
0.64	"Os11t0533800-01"	"Os11g0533800"	"Cyclin-like F-box domain containing protein."	"-"	"-"	"-"	"-"	"OsFbox602, Os_F0512"	"F-box protein 602"	"-"	"FBD (IPR013596)"	"AK069909 (DDBJ, Best hit)"	"Q2R370 (UniProt)"	"-"	"-"	"J023037G05"	"17365"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"data"
0.65	"Os01t0131300-01"	"Os01g0131300"	"Conserved hypothetical protein."	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"AK101998 (DDBJ, Best hit)"	"A2WKA3 (UniProt)"	"-"	"-"	"J033079K23"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"data"
0.66	"Os06t0116800-01"	"Os06g0116800"	"Similar to GFA2."	"-"	"-"	"-"	"-"	"OsDjA9"	"DnaJ domain protein A9"	"Biological Process: protein folding (GO:0006457), Biological Process: response to heat (GO:0009408), Molecular Function: ATP binding (GO:0005524), Molecular Function: heat shock protein binding (GO:0031072), Molecular Function: unfolded protein binding (GO:0051082)"	"Heat shock protein DnaJ, cysteine-rich domain (IPR001305), Heat shock protein DnaJ, N-terminal (IPR001623), Chaperone DnaJ, C-terminal (IPR002939), Heat shock protein DnaJ (IPR003095), HSP40/DnaJ peptide-binding (IPR008971), Chaperone DnaJ (IPR012724), Heat shock protein DnaJ, conserved site (IPR018253)"	"AK058985 (DDBJ, Best hit)"	"B6TA99 (UniProt)"	"-"	"-"	"001-020-E06"	"12146"	"AT5G48030.1"	"2"	"protein_coding"	"gametophytic factor 2"	"encodes a mitochondrially targeted DNAJ protein involved in female gametophyte development."	"\"gametophytic factor 2 (GFA2); FUNCTIONS IN: unfolded protein binding, heat shock protein binding; INVOLVED IN: in 7 processes; LOCATED IN: mitochondrion; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Molecular chaperone, heat shock protein, Hsp40, DnaJ (InterPro:IPR015609), HSP40/DnaJ peptide-binding (InterPro:IPR008971), Chaperone DnaJ, C-terminal (InterPro:IPR002939), Heat shock protein DnaJ, N-terminal (InterPro:IPR001623), Heat shock protein DnaJ, conserved site (InterPro:IPR018253), Heat shock protein DnaJ, cysteine-rich domain (InterPro:IPR001305), Heat shock protein DnaJ (InterPro:IPR003095); BEST Arabidopsis thaliana protein match is: DNAJ heat shock family protein (TAIR:AT1G28210.2)\""	"GFA2"	"gametophytic factor 2"	"GFA2"	"-"	"gametophytic factor 2"	"gametophytic factor 2 (GFA2)%3B FUNCTIONS IN: unfolded protein binding%2C heat shock protein binding%3B INVOLVED IN: in 7 processes%3B LOCATED IN: mitochondrion%3B EXPRESSED IN: 25 plant structures%3B EXPRESSED DURING: 13 growth stages%3B CONTAINS InterPro DOMAIN/s: Molecular chaperone%2C heat shock protein%2C Hsp40%2C DnaJ (InterPro:IPR015609)%2C HSP40/DnaJ peptide-binding (InterPro:IPR008971)%2C Chaperone DnaJ%2C C-terminal (InterPro:IPR002939)%2C Heat shock protein DnaJ%2C N-terminal (InterPro:IPR001623)%2C Heat shock protein DnaJ%2C conserved site (InterPro:IPR018253)%2C Heat shock protein DnaJ%2C cysteine-rich domain (InterPro:IPR001305)%2C Heat shock protein DnaJ (InterPro:IPR003095)%3B BEST Arabidopsis thaliana protein match is: DNAJ heat shock family protein (TAIR:AT1G28210.2)%3B Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12%3B Bacteria - 1396%3B Metazoa - 17338%3B Fungi - 3422%3B Plants - 5037%3B Viruses - 0%3B Other Eukaryotes - 2996 (source: NCBI BLink)."	"\"PMID:9758709,PMID:12215516,PMID:15047901,PMID:16299181,locus:2162692\""	"protein_coding"	"encodes a mitochondrially targeted DNAJ protein involved in female gametophyte development."	"-"	"-"	"data"
0.66	"Os04t0530600-01"	"Os04g0530600"	"Similar to Thioredoxin 1 (TRX-1) (Thioredoxin M)."	"-"	"-"	"-"	"-"	"OsTRX m2"	"-"	"Biological Process: glycerol ether metabolic process (GO:0006662), Biological Process: cell redox homeostasis (GO:0045454), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: protein disulfide oxidoreductase activity (GO:0015035)"	"Thioredoxin (IPR005746), Thioredoxin-like fold (IPR012336), Thioredoxin domain (IPR013766), Thioredoxin, conserved site (IPR017937)"	"AK069195 (DDBJ, Best hit)"	"NP_001150752.1 (RefSeq)"	"-"	"-"	"J023007G07"	"9707"	"AT3G15360.1"	"2"	"protein_coding"	"thioredoxin M-type 4"	"encodes a prokaryotic thioredoxin The mRNA is cell-to-cell mobile."	"\"thioredoxin M-type 4 (TRX-M4); FUNCTIONS IN: enzyme activator activity; INVOLVED IN: response to oxidative stress, positive regulation of catalytic activity; LOCATED IN: thylakoid, chloroplast thylakoid membrane, cell wall, chloroplast, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Thioredoxin, core (InterPro:IPR015467), Thioredoxin domain (InterPro:IPR013766), Thioredoxin, conserved site (InterPro:IPR017937), Thioredoxin (InterPro:IPR005746), Thioredoxin-like subdomain (InterPro:IPR006662), Thioredoxin-like (InterPro:IPR017936), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: thioredoxin M-type 1 (TAIR:AT1G03680.1)\""	"\"ATHM4,ATM4,TRX-M4\""	"thioredoxin M-type 4"	"TRX-M4"	"\"ATHM4,ATM4,ARABIDOPSIS THIOREDOXIN M-TYPE 4\""	"thioredoxin M-type 4"	"thioredoxin M-type 4 (TRX-M4)%3B FUNCTIONS IN: enzyme activator activity%3B INVOLVED IN: response to oxidative stress%2C positive regulation of catalytic activity%3B LOCATED IN: thylakoid%2C chloroplast thylakoid membrane%2C cell wall%2C chloroplast%2C chloroplast envelope%3B EXPRESSED IN: 24 plant structures%3B EXPRESSED DURING: 13 growth stages%3B CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335)%2C Thioredoxin%2C core (InterPro:IPR015467)%2C Thioredoxin domain (InterPro:IPR013766)%2C Thioredoxin%2C conserved site (InterPro:IPR017937)%2C Thioredoxin (InterPro:IPR005746)%2C Thioredoxin-like subdomain (InterPro:IPR006662)%2C Thioredoxin-like (InterPro:IPR017936)%2C Thioredoxin-like fold (InterPro:IPR012336)%3B BEST Arabidopsis thaliana protein match is: thioredoxin M-type 1 (TAIR:AT1G03680.1)%3B Has 22907 Blast hits to 21478 proteins in 3001 species: Archae - 325%3B Bacteria - 11943%3B Metazoa - 2959%3B Fungi - 1292%3B Plants - 2075%3B Viruses - 15%3B Other Eukaryotes - 4298 (source: NCBI BLink)."	"\"PMID:10580150,PMID:11169189,PMID:11826309,PMID:14576160,PMID:14729914,PMID:15619004,PMID:15593128,PMID:16461379,PMID:16972165,PMID:17031546,PMID:18210371,PMID:18650403,PMID:18614707,PMID:19259774,PMID:20736450,PMID:23151348,PMID:24064926,locus:2090126\""	"protein_coding"	"encodes a prokaryotic thioredoxin"	"-"	"-"	"data"
